JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457058.236,0.5,,,Vis.,PYAB,B,0.1,,THE AAVSO VARIABLE,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457058.236,0.5,,,Vis.,PVAA,B,0.1,,THE AAVSO VARIABLE,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457058.31,0.6,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457058.343,0.6,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457059.2646,0.543,0.019,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.41,Z,1.64,1.751,,ALF ORI,AAVSO,STD,,,,
2457059.3299,0.565,0.010,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.761,,ALF ORI,AAVSO,STD,,,,
2457059.3313,0.572,0.019,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.778,,ALF ORI,AAVSO,STD,,,,
2457059.55278,0.6,,,Vis.,BEB,,04,09,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457059.8600,-3.193,0.059,,J,KCD,,GAMMA ORI,,13650PT,WIND MOVING SCOPE,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457059.8600,-4.233,0.084,,H,KCD,,GAMMA ORI,,13650PT,WIND MOVING SCOPE,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457060.2229,0.583,0.014,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.58,Z,1.64,1.859,,ALF ORI,AAVSO,STD,,,,
2457060.2236,0.607,0.045,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.58,Z,1.64,1.849,,ALF ORI,AAVSO,STD,,,,
2457060.2278,0.551,0.025,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.55,Z,1.64,1.837,,ALF ORI,AAVSO,STD,,,,
2457060.2451,0.561,0.011,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.47,Z,1.64,1.805,,ALF ORI,AAVSO,STD,,,,
2457060.2465,0.586,0.053,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.46,Z,1.64,1.897,,ALF ORI,AAVSO,STD,,,,
2457060.24653,0.54,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/simbad,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457060.2778,0.580,0.012,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.37,Z,1.64,1.810,,ALF ORI,AAVSO,STD,,,,
2457060.299,0.3,,,Vis.,MTON,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457060.3042,0.583,0.029,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.33,Z,1.64,1.850,,ALF ORI,AAVSO,STD,,,,
2457060.3056,0.520,0.037,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.33,Z,1.64,1.809,,ALF ORI,AAVSO,STD,,,,
2457060.4551,0.8,,,Vis.,LYAB,B,04,09,10startutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457060.53194,0.5,,,Vis.,MCPA,,09,01,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457060.60556,0.3,,,Vis.,HTN,,01,09,training,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457060.65278,0.5,,,Vis.,MCOA,B,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457061.29097,0.46,,,Vis.,SGQ,U,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eyes with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457061.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457061.3271,0.571,0.012,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.739,,ALF ORI,AAVSO,STD,,,,
2457061.3361,0.573,0.027,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.33,Z,1.64,1.762,,ALF ORI,AAVSO,STD,,,,
2457061.5465,0.0,,,Vis.,DMA,,01,04,10star,,,,Z,,,,ALF ORI,,STD,,,,
2457061.6,0.6,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457061.60868,0.5,,,Vis.,FANB,,21,01,Ten Star Training Pr,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457061.6375,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457062.2201,0.569,0.049,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.57,Z,1.64,1.744,,ALF ORI,AAVSO,STD,,,,
2457062.2215,0.575,0.019,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.56,Z,1.64,1.719,,ALF ORI,AAVSO,STD,,,,
2457062.2354,0.565,0.016,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.49,Z,1.64,1.729,,ALF ORI,AAVSO,STD,,,,
2457062.2361,0.587,0.038,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.48,Z,1.64,1.716,,ALF ORI,AAVSO,STD,,,,
2457062.29,0.5,,,Vis.,KTZ,,01,09,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457062.31771,0.42,,,Vis.,SGQ,U,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eyes with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457062.3368,0.71,,,Vis.,DXAA,,4,9,ALFCMI VS ALFTAU,UNAIDED EYE,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457062.384,0.67,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457062.59375,0.5,,,Vis.,HTN,,04,09,training,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457063.05694,0.6,,,Vis.,SANG,,0.4,0.9,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457063.22500,0.44,,,Vis.,SGQ,,Alf CMi mV=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction. """,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457063.36806,0.7,,,Vis.,KJAF,,04,09,10-STARTUTORIAL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457063.4,0.6,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457063.403,0.4,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457063.44444,0.8,,,Vis.,DMMA,B,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457063.54306,0.6,,,Vis.,BBA,B,04,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457063.7,0.4,,,Vis.,BWW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457064.32639,0.51,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Piazza San Pietro. Naked eye with airmass corrections.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457064.35764,0.69,,,Vis.,GGC,,03,12,no VSP chart wide en,"""A is Procyon, B is Pollux""",,,Z,,,,ALF ORI,,STD,,,,
2457064.5,0.8,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457064.5611,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457064.57153,0.6,,,Vis.,SYO,,04,09,TEN STAR,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457064.60417,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457064.62431,0.62,,,Vis.,JDAC,B,0.4,0.9,10 Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457064.8830,-3.183,0.023,,J,KCD,,GAMMA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457064.8830,-4.086,0.052,,H,KCD,,GAMMA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457065.23125,0.44,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Castel S. Angelo. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457065.2361,0.9,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457065.3,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457065.348,0.72,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457065.55833,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457065.7,0.7,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457066.187,0.3,,,Vis.,VRUB,,0.1,,THE AAVSO VARIABLE,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457066.2838,0.4,,,Vis.,DAT,,TYC5331-01752-1,TYC0187-02184-1,K,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457066.2889,0.6,,,Vis.,KBA,K,04,08,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457066.35,0.3,,,Vis.,KTZ,,01,04,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457066.368,0.82,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457066.40694,0.2,,,Vis.,DMMA,,21,01,10-star tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457066.56667,0.6,,,Vis.,BEB,U,04,09,10 STAR,Cirrus,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457066.57986,0.5,,,Vis.,HMQ,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457067.2,0.5,,,Vis.,SJQ,,10,04,999999,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457067.3,0.75,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457067.3028,0.521,0.037,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.760,,ALF ORI,AAVSO,STD,,,,
2457067.3139,0.544,0.028,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.758,,ALF ORI,AAVSO,STD,,,,
2457067.3153,0.546,0.013,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.773,,ALF ORI,AAVSO,STD,,,,
2457067.34028,0.8,,,Vis.,PANA,,01,09,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457067.34653,0.45,,,Vis.,SGQ,U,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457067.56250,0.4,,,Vis.,HMQ,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457068.23333,0.8,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457068.24,0.2,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2457068.30694,0.45,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, san Giuseppe al Trionfale. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457068.31,0.4,,,Vis.,KTZ,,01,04,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457068.34583,0.4,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2457068.3736,0.519,0.010,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.45,Z,1.64,1.783,,ALF ORI,AAVSO,STD,,,,
2457068.3750,0.520,0.012,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.46,Z,1.64,1.788,,ALF ORI,AAVSO,STD,,,,
2457068.3855,0.6,,,Vis.,LYAB,,09,04,10startutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457068.3975,0.8,,,Vis.,DNO,,00,11,atlas,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457068.61597,0.4,,,Vis.,CKB,,01,08,13170BMV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457068.61944,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457068.70486,0.4,,,Vis.,HMQ,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457069.2569,0.520,0.018,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.36,Z,1.64,1.793,,ALF ORI,AAVSO,STD,,,,
2457069.26042,0.5,,,Vis.,RJOC,,Alf Tau,Alf CMi,"web:""el cielo del me",Madrid (Spain),,,Z,,,,alf Ori,AAVSO,STD,,,,
2457069.27569,0.46,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, via della Giuliana. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457069.3438,0.73,,,Vis.,DXAA,,4,9,ALFCMI VS ALFTAU,UNAIDED EYE,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457069.38889,-0.1,,,Vis.,DMMA,,21,01,10-star tutorial,,,,T,,,,alf Ori,AAVSO,STD,,,,
2457069.3958,0.6,,,Vis.,LYAB,,09,04,10startutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457069.8710,-3.163,0.010,,J,KCD,,GAMMA ORI,,13650PT,WIND MOVING SCOPE,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457069.8710,-4.214,0.007,,H,KCD,,GAMMA ORI,,13650PT,WIND MOVING SCOPE,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457070.2368,0.560,0.006,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.40,Z,1.64,1.778,,ALF ORI,AAVSO,STD,,,,
2457070.2382,0.569,0.010,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.40,Z,1.64,1.797,,ALF ORI,AAVSO,STD,,,,
2457070.2465,0.568,0.021,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.38,Z,1.64,1.777,,ALF ORI,AAVSO,STD,,,,
2457070.2472,0.565,0.015,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.37,Z,1.64,1.766,,ALF ORI,AAVSO,STD,,,,
2457070.25,0.4,,,Vis.,KTZ,,01,04,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457070.298,0.8,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2457070.4,0.8,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457070.42,0.5,,,Vis.,MTON,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457070.4521,0.6,,,Vis.,KBA,K,04,08,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457071.187,0.3,,,Vis.,MEGA,,0.1,,THE AAVSO VARIABLE,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457071.26389,0.46,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Università Regina Apostolorum. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457071.3,0.6,,,Vis.,WPT,,0.4,0.8,Astron Almanc,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457071.3125,0.7,,,Vis.,PANA,,01,09,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457071.4652,0.6,,,Vis.,LYAB,,09,04,10startutorial,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2457072.26389,0.50,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457072.3,0.3,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457072.328,0.93,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457072.34931,0.7,,,Vis.,PANA,,01,09,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457072.55556,0.4,,,Vis.,HMQ,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457072.64583,0.7,,,Vis.,ATDA,B,05,11,D Levy p.61-Observin,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2457073.23958,0.38,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457073.3,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457073.5,0.9,,,Vis.,MOW,,05,12,680101,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457073.56944,0.4,,,Vis.,HMQ,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457073.591,0.5,,,Vis.,BGZ,,05,01,SA1968,,,,Z,,,,alf Ori,,STD,,,,
2457073.69306,0.5,,,Vis.,BEB,,04,,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457074.25000,0.40,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, via F. Gentile. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457074.2535,0.559,0.025,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.34,Z,1.64,1.728,,ALF ORI,AAVSO,STD,,,,
2457074.2660,0.531,0.051,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.33,Z,1.64,1.729,,ALF ORI,AAVSO,STD,,,,
2457074.2667,0.539,0.008,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.33,Z,1.64,1.758,,ALF ORI,AAVSO,STD,,,,
2457074.3,0.8,,,Vis.,REP,,05,11,1968,,,,Z,,,,ALF ORI,AJC,STD,,,,
2457074.31,0.4,,,Vis.,KTZ,,01,04,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457074.32222,0.40,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Magliano dei Marsi, A25. Naked eye with airmass corrections.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457074.34375,0.7,,,Vis.,PANA,,01,09,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457074.42431,0.45,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Lanciano, Santa Croce. Naked eye with airmass corrections.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457074.57361,0.65,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457075.28,0.3,,,Vis.,KTZ,,01,04,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2457075.295,0.4,,,Vis.,MTON,,,,SPA-TM,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2457075.59375,0.4,,,Vis.,HMQ,,04,09,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457076.3,0.75,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457076.4,0.4,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457076.4,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457076.60486,0.4,,,Vis.,SNE,,0.4,0.9,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457076.62917,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457076.67153,0.65,,,Vis.,MDP,U,04,09,10 star,09 comp(aldebran) in city haze,,,Z,,,,ALF ORI,RASC,STD,,,,
2457077.23542,0.47,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass corrections. """,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457077.41667,-0.3,,,Vis.,DMMA,,21,01,10-star tutorial,,,,T,,,,BETELGEUSE,AAVSO,STD,,,,
2457077.53750,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457077.7,0.4,,,Vis.,BWW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457078.4,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457078.56528,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457079.3,0.6,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457080.2,0.8,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457080.39583,0.48,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457080.60764,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457080.64583,0.6,,,Vis.,BEB,B,04,,10 STAR,Nearby moon,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457081.2,0.8,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457081.22778,0.46,,,Vis.,SGQ,B,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457081.45833,0.6,,,Vis.,BWAA,BU,0.1,0.9,10Variable Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457081.46389,0.60,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457081.56181,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457081.8410,-3.156,0.006,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457081.8410,-4.105,0.005,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457082.3,0.75,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457082.4,0.4,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457082.42292,0.39,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction; Moon occulted.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457082.47917,0.55,,,Vis.,TDG,,04(ALFCMI),085(ALFTAU),14839BDL,OTHER COMP 01 (BET ORI),,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457082.5,1.5,,,Vis.,SHS,,17,11,sa1965,,,,T,,,,alf Ori,AAVSO,STD,,,,
2457082.8460,-3.153,0.031,,J,KCD,,GAMMA GEM,,,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457082.8460,-4.063,0.016,,H,KCD,,GAMMA GEM,,,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457083.3,0.7,,,Vis.,SYU,,04,09,MENTOR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457083.3,0.4,,,Vis.,SPAO,,05,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2457083.67569,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457084.3146,0.543,0.013,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.40,Z,1.64,1.740,,ALF ORI,AAVSO,STD,,,,
2457084.33,0.5,,,Vis.,SBEA,,01,11,10STAR,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457084.3333,0.557,0.011,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.47,Z,1.64,1.755,,ALF ORI,AAVSO,STD,,,,
2457084.358,0.85,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457084.393,0.5,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457084.58333,0.63,,,Vis.,MDP,B,04,09,10 star,,,,Z,,,,ALF ORI,RASC,STD,,,,
2457085.2451,0.545,0.015,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.767,,ALF ORI,AAVSO,STD,,,,
2457085.2521,0.519,0.020,,V,VOL,,GAM ORI,ZET ORI,,DSLR,1,1.32,Z,1.64,1.735,,ALF ORI,AAVSO,STD,,,,
2457085.28333,0.40,,,Vis.,SGQ,,alf CMi mv=0.37,,Tirion2000.0/SIMBAD,"""Roma, Sesto Celere. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457085.39931,-0.4,,,Vis.,DMMA,,21,01,10-star tutorial,,,,T,,,,BETELGEUSE,AAVSO,STD,,,,
2457086.362,0.75,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2457086.54236,0.5,,,Vis.,BEB,,04,09,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2457086.8240,-3.151,0.008,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457086.8240,-4.118,0.017,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2457087.2951,0.65,,,Vis.,DXAA,B,4,9,ALFCMI VS ALFTAU,UNAIDED EYE MOON AGE 15 DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2457087.3,0.75,,,Vis.,BNW,,05,11,1962,,,,Z,,,,ALF ORI,BAV,STD,,,,
2457087.3243,0.9,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
